"ISCED97","GEO","AGE","SEX","WSTATUS","UNIT","TIME","Value","Flag and Footnotes"
"All ISCED 1997 levels","PL62","Total","Total","Employed persons","Number","2011","533,627",""
"All ISCED 1997 levels","PL63","Total","Total","Employed persons","Number","2011","908,817",""
"All ISCED 1997 levels","PLZ","Total","Total","Employed persons","Number","2011","0",""
"All ISCED 1997 levels","PLZZ","Total","Total","Employed persons","Number","2011","0",""
"All ISCED 1997 levels","PT","Total","Total","Employed persons","Number","2011","4,361,187",""
"All ISCED 1997 levels","PT1","Total","Total","Employed persons","Number","2011","4,150,252",""
"All ISCED 1997 levels","PT11","Total","Total","Employed persons","Number","2011","1,501,883",""
"All ISCED 1997 levels","PT15","Total","Total","Employed persons","Number","2011","186,191",""
"All ISCED 1997 levels","PT16","Total","Total","Employed persons","Number","2011","940,211",""
"All ISCED 1997 levels","PT17","Total","Total","Employed persons","Number","2011","1,223,276",""
"All ISCED 1997 levels","PT18","Total","Total","Employed persons","Number","2011","298,691",""
"All ISCED 1997 levels","PT2","Total","Total","Employed persons","Number","2011","102,127",""
"All ISCED 1997 levels","PT20","Total","Total","Employed persons","Number","2011","102,127",""
"All ISCED 1997 levels","PT3","Total","Total","Employed persons","Number","2011","108,808",""
"All ISCED 1997 levels","PT30","Total","Total","Employed persons","Number","2011","108,808",""
"All ISCED 1997 levels","PTZ","Total","Total","Employed persons","Number","2011","0",""
"All ISCED 1997 levels","PTZZ","Total","Total","Employed persons","Number","2011","0",""
"All ISCED 1997 levels","RO","Total","Total","Employed persons","Number","2011","8,507,759",""
"All ISCED 1997 levels","RO1","Total","Total","Employed persons","Number","2011","2,009,971",""
"All ISCED 1997 levels","RO11","Total","Total","Employed persons","Number","2011","1,069,626",""
"All ISCED 1997 levels","RO12","Total","Total","Employed persons","Number","2011","940,345",""
"All ISCED 1997 levels","RO2","Total","Total","Employed persons","Number","2011","2,489,949",""
"All ISCED 1997 levels","RO21","Total","Total","Employed persons","Number","2011","1,441,083",""
"All ISCED 1997 levels","RO22","Total","Total","Employed persons","Number","2011","1,048,866",""
"All ISCED 1997 levels","RO3","Total","Total","Employed persons","Number","2011","2,403,571",""
"All ISCED 1997 levels","RO31","Total","Total","Employed persons","Number","2011","1,344,065",""
"All ISCED 1997 levels","RO32","Total","Total","Employed persons","Number","2011","1,059,506",""
"All ISCED 1997 levels","RO4","Total","Total","Employed persons","Number","2011","1,604,268",""
"All ISCED 1997 levels","RO41","Total","Total","Employed persons","Number","2011","857,119",""
"All ISCED 1997 levels","RO42","Total","Total","Employed persons","Number","2011","747,149",""
"All ISCED 1997 levels","ROZ","Total","Total","Employed persons","Number","2011","0",""
"All ISCED 1997 levels","ROZZ","Total","Total","Employed persons","Number","2011","0",""
"All ISCED 1997 levels","SI","Total","Total","Employed persons","Number","2011","835,776",""
"All ISCED 1997 levels","SI0","Total","Total","Employed persons","Number","2011","835,776",""
"All ISCED 1997 levels","SI01","Total","Total","Employed persons","Number","2011","433,099",""
"All ISCED 1997 levels","SI02","Total","Total","Employed persons","Number","2011","402,677",""
"All ISCED 1997 levels","SIZ","Total","Total","Employed persons","Number","2011","0",""
"All ISCED 1997 levels","SIZZ","Total","Total","Employed persons","Number","2011","0",""
"All ISCED 1997 levels","SK","Total","Total","Employed persons","Number","2011","2,186,967",""
"All ISCED 1997 levels","SK0","Total","Total","Employed persons","Number","2011","2,186,967",""
"All ISCED 1997 levels","SK01","Total","Total","Employed persons","Number","2011","292,593",""
"All ISCED 1997 levels","SK02","Total","Total","Employed persons","Number","2011","789,316",""
"All ISCED 1997 levels","SK03","Total","Total","Employed persons","Number","2011","534,719",""
"All ISCED 1997 levels","SK04","Total","Total","Employed persons","Number","2011","570,339",""
"All ISCED 1997 levels","SKZ","Total","Total","Employed persons","Number","2011","0",""
"All ISCED 1997 levels","SKZZ","Total","Total","Employed persons","Number","2011","0",""
"All ISCED 1997 levels","FI","Total","Total","Employed persons","Number","2011","2,325,679",""
"All ISCED 1997 levels","FI1","Total","Total","Employed persons","Number","2011","2,311,993",""
"All ISCED 1997 levels","FI19","Total","Total","Employed persons","Number","2011","572,230",""
"All ISCED 1997 levels","FI1B","Total","Total","Employed persons","Number","2011","744,820",""
"All ISCED 1997 levels","FI1C","Total","Total","Employed persons","Number","2011","484,425",""
"All ISCED 1997 levels","FI1D","Total","Total","Employed persons","Number","2011","510,518",""
"All ISCED 1997 levels","FI2","Total","Total","Employed persons","Number","2011","13,686",""
"All ISCED 1997 levels","FI20","Total","Total","Employed persons","Number","2011","13,686",""
"All ISCED 1997 levels","FIZ","Total","Total","Employed persons","Number","2011","0",""
"All ISCED 1997 levels","FIZZ","Total","Total","Employed persons","Number","2011","0",""
"All ISCED 1997 levels","SE","Total","Total","Employed persons","Number","2011","4,515,667",""
"All ISCED 1997 levels","SE1","Total","Total","Employed persons","Number","2011","1,779,595",""
"All ISCED 1997 levels","SE11","Total","Total","Employed persons","Number","2011","1,045,749",""
"All ISCED 1997 levels","SE12","Total","Total","Employed persons","Number","2011","733,846",""
"All ISCED 1997 levels","SE2","Total","Total","Employed persons","Number","2011","1,936,285",""
"All ISCED 1997 levels","SE21","Total","Total","Employed persons","Number","2011","394,561",""
"All ISCED 1997 levels","SE22","Total","Total","Employed persons","Number","2011","627,759",""
"All ISCED 1997 levels","SE23","Total","Total","Employed persons","Number","2011","913,965",""
"All ISCED 1997 levels","SE3","Total","Total","Employed persons","Number","2011","799,787",""
"All ISCED 1997 levels","SE31","Total","Total","Employed persons","Number","2011","380,646",""
"All ISCED 1997 levels","SE32","Total","Total","Employed persons","Number","2011","174,125",""
"All ISCED 1997 levels","SE33","Total","Total","Employed persons","Number","2011","245,016",""
"All ISCED 1997 levels","SEZ","Total","Total","Employed persons","Number","2011","0",""
"All ISCED 1997 levels","SEZZ","Total","Total","Employed persons","Number","2011","0",""
"All ISCED 1997 levels","UK","Total","Total","Employed persons","Number","2011","30,008,635",""
"All ISCED 1997 levels","UKC","Total","Total","Employed persons","Number","2011","1,157,765",""
"All ISCED 1997 levels","UKC1","Total","Total","Employed persons","Number","2011","514,665",""
"All ISCED 1997 levels","UKC2","Total","Total","Employed persons","Number","2011","643,100",""
"All ISCED 1997 levels","UKD","Total","Total","Employed persons","Number","2011","3,244,685",""
"All ISCED 1997 levels","UKD1","Total","Total","Employed persons","Number","2011","245,045",""
"All ISCED 1997 levels","UKD3","Total","Total","Employed persons","Number","2011","1,223,865",""
"All ISCED 1997 levels","UKD4","Total","Total","Employed persons","Number","2011","671,645",""
"All ISCED 1997 levels","UKD6","Total","Total","Employed persons","Number","2011","444,720",""
"All ISCED 1997 levels","UKD7","Total","Total","Employed persons","Number","2011","659,410",""
"All ISCED 1997 levels","UKE","Total","Total","Employed persons","Number","2011","2,440,010",""
"All ISCED 1997 levels","UKE1","Total","Total","Employed persons","Number","2011","420,755",""
"All ISCED 1997 levels","UKE2","Total","Total","Employed persons","Number","2011","400,975",""
"All ISCED 1997 levels","UKE3","Total","Total","Employed persons","Number","2011","599,055",""
"All ISCED 1997 levels","UKE4","Total","Total","Employed persons","Number","2011","1,019,225",""
"All ISCED 1997 levels","UKF","Total","Total","Employed persons","Number","2011","2,157,730",""
"All ISCED 1997 levels","UKF1","Total","Total","Employed persons","Number","2011","987,545",""
"All ISCED 1997 levels","UKF2","Total","Total","Employed persons","Number","2011","833,720",""
"All ISCED 1997 levels","UKF3","Total","Total","Employed persons","Number","2011","336,470",""
"All ISCED 1997 levels","UKG","Total","Total","Employed persons","Number","2011","2,551,310",""
"All ISCED 1997 levels","UKG1","Total","Total","Employed persons","Number","2011","645,500",""
"All ISCED 1997 levels","UKG2","Total","Total","Employed persons","Number","2011","754,130",""
"All ISCED 1997 levels","UKG3","Total","Total","Employed persons","Number","2011","1,151,680",""
"All ISCED 1997 levels","UKH","Total","Total","Employed persons","Number","2011","2,868,115",""
"All ISCED 1997 levels","UKH1","Total","Total","Employed persons","Number","2011","1,161,075",""
"All ISCED 1997 levels","UKH2","Total","Total","Employed persons","Number","2011","867,290",""
"All ISCED 1997 levels","UKH3","Total","Total","Employed persons","Number","2011","839,750",""
"All ISCED 1997 levels","UKI","Total","Total","Employed persons","Number","2011","4,021,780",""
"All ISCED 1997 levels","UKI1","Total","Total","Employed persons","Number","2011","1,646,395",""
"All ISCED 1997 levels","UKI2","Total","Total","Employed persons","Number","2011","2,375,385",""
"All ISCED 1997 levels","UKJ","Total","Total","Employed persons","Number","2011","4,288,570",""
"All ISCED 1997 levels","UKJ1","Total","Total","Employed persons","Number","2011","1,170,325",""
"All ISCED 1997 levels","UKJ2","Total","Total","Employed persons","Number","2011","1,358,975",""
"All ISCED 1997 levels","UKJ3","Total","Total","Employed persons","Number","2011","939,395",""
"All ISCED 1997 levels","UKJ4","Total","Total","Employed persons","Number","2011","819,875",""
"All ISCED 1997 levels","UKK","Total","Total","Employed persons","Number","2011","2,578,915",""
"All ISCED 1997 levels","UKK1","Total","Total","Employed persons","Number","2011","1,184,950",""
"All ISCED 1997 levels","UKK2","Total","Total","Employed persons","Number","2011","613,525",""
"All ISCED 1997 levels","UKK3","Total","Total","Employed persons","Number","2011","247,895",""
"All ISCED 1997 levels","UKK4","Total","Total","Employed persons","Number","2011","532,550",""
"All ISCED 1997 levels","UKL","Total","Total","Employed persons","Number","2011","1,372,680",""
"All ISCED 1997 levels","UKL1","Total","Total","Employed persons","Number","2011","842,110",""
"All ISCED 1997 levels","UKL2","Total","Total","Employed persons","Number","2011","530,570",""
"All ISCED 1997 levels","UKM","Total","Total","Employed persons","Number","2011","2,527,820",""
"All ISCED 1997 levels","UKM2","Total","Total","Employed persons","Number","2011","970,970",""
"All ISCED 1997 levels","UKM3","Total","Total","Employed persons","Number","2011","1,067,760",""
"All ISCED 1997 levels","UKM5","Total","Total","Employed persons","Number","2011","256,550",""
"All ISCED 1997 levels","UKM6","Total","Total","Employed persons","Number","2011","232,540",""
"All ISCED 1997 levels","UKN","Total","Total","Employed persons","Number","2011","799,245",""
"All ISCED 1997 levels","UKN0","Total","Total","Employed persons","Number","2011","799,245",""
"All ISCED 1997 levels","UKZ","Total","Total","Employed persons","Number","2011","0",""
"All ISCED 1997 levels","UKZZ","Total","Total","Employed persons","Number","2011","0",""
"All ISCED 1997 levels","EFTA","Total","Total","Employed persons","Number","2011","6,875,204",""
"All ISCED 1997 levels","IS","Total","Total","Employed persons","Number","2011","166,184",""
"All ISCED 1997 levels","IS0","Total","Total","Employed persons","Number","2011","166,184",""
"All ISCED 1997 levels","IS00","Total","Total","Employed persons","Number","2011","166,184",""
"All ISCED 1997 levels","ISZ","Total","Total","Employed persons","Number","2011","0",""
"All ISCED 1997 levels","ISZZ","Total","Total","Employed persons","Number","2011","0",""
"All ISCED 1997 levels","LI","Total","Total","Employed persons","Number","2011","19,176",""
"All ISCED 1997 levels","LI0","Total","Total","Employed persons","Number","2011","19,176",""
"All ISCED 1997 levels","LI00","Total","Total","Employed persons","Number","2011","19,176",""
"All ISCED 1997 levels","LIZ","Total","Total","Employed persons","Number","2011","0",""
"All ISCED 1997 levels","LIZZ","Total","Total","Employed persons","Number","2011","0",""
"All ISCED 1997 levels","NO","Total","Total","Employed persons","Number","2011","2,572,159",""
"All ISCED 1997 levels","NO0","Total","Total","Employed persons","Number","2011","2,572,159",""
"All ISCED 1997 levels","NO01","Total","Total","Employed persons","Number","2011","620,463",""
"All ISCED 1997 levels","NO02","Total","Total","Employed persons","Number","2011","189,168",""
"All ISCED 1997 levels","NO03","Total","Total","Employed persons","Number","2011","470,282",""
"All ISCED 1997 levels","NO04","Total","Total","Employed persons","Number","2011","380,470",""
"All ISCED 1997 levels","NO05","Total","Total","Employed persons","Number","2011","448,123",""
"All ISCED 1997 levels","NO06","Total","Total","Employed persons","Number","2011","222,355",""
"All ISCED 1997 levels","NO07","Total","Total","Employed persons","Number","2011","240,065",""
"All ISCED 1997 levels","NOZ","Total","Total","Employed persons","Number","2011","0",""
