TIME,GEO,UNIT,Value,Flag and Footnotes
2014,NL1,Percentage of total population aged less than 60,13.4,
2014,NL1,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,NL1,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,NL11,Percentage,:,
2014,NL11,Percentage of total population aged less than 60,:,
2014,NL11,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,NL11,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,NL12,Percentage,:,
2014,NL12,Percentage of total population aged less than 60,:,
2014,NL12,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,NL12,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,NL13,Percentage,:,
2014,NL13,Percentage of total population aged less than 60,:,
2014,NL13,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,NL13,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,NL2,Percentage,:,
2014,NL2,Percentage of total population aged less than 60,9.5,
2014,NL2,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,NL2,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,NL21,Percentage,:,
2014,NL21,Percentage of total population aged less than 60,:,
2014,NL21,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,NL21,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,NL22,Percentage,:,
2014,NL22,Percentage of total population aged less than 60,:,
2014,NL22,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,NL22,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,NL23,Percentage,:,
2014,NL23,Percentage of total population aged less than 60,:,
2014,NL23,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,NL23,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,NL3,Percentage,:,
2014,NL3,Percentage of total population aged less than 60,10.6,
2014,NL3,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,NL3,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,NL31,Percentage,:,
2014,NL31,Percentage of total population aged less than 60,:,
2014,NL31,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,NL31,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,NL32,Percentage,:,
2014,NL32,Percentage of total population aged less than 60,:,
2014,NL32,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,NL32,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,NL33,Percentage,:,
2014,NL33,Percentage of total population aged less than 60,:,
2014,NL33,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,NL33,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,NL34,Percentage,:,
2014,NL34,Percentage of total population aged less than 60,:,
2014,NL34,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,NL34,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,NL4,Percentage,:,
2014,NL4,Percentage of total population aged less than 60,8.5,
2014,NL4,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,NL4,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,NL41,Percentage,:,
2014,NL41,Percentage of total population aged less than 60,:,
2014,NL41,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,NL41,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,NL42,Percentage,:,
2014,NL42,Percentage of total population aged less than 60,:,
2014,NL42,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,NL42,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,AT,Percentage,9.1,
2014,AT,Percentage of total population aged less than 60,9.1,
2014,AT,Percentage of total population - upper boundary of the 95% confidence interval,10.2,
2014,AT,Percentage of total population - lower boundary of the 95% confidence interval,8,
2014,AT11,Percentage,5,u
2014,AT11,Percentage of total population aged less than 60,5,e
2014,AT11,Percentage of total population - upper boundary of the 95% confidence interval,7.2,e
2014,AT11,Percentage of total population - lower boundary of the 95% confidence interval,2.9,e
2014,AT12,Percentage,6.1,e
2014,AT12,Percentage of total population aged less than 60,6.1,e
2014,AT12,Percentage of total population - upper boundary of the 95% confidence interval,7.5,e
2014,AT12,Percentage of total population - lower boundary of the 95% confidence interval,4.8,e
2014,AT13,Percentage,14.8,e
2014,AT13,Percentage of total population aged less than 60,14.6,e
2014,AT13,Percentage of total population - upper boundary of the 95% confidence interval,16.9,e
2014,AT13,Percentage of total population - lower boundary of the 95% confidence interval,12.4,e
2014,AT21,Percentage,10,u
2014,AT21,Percentage of total population aged less than 60,10,e
2014,AT21,Percentage of total population - upper boundary of the 95% confidence interval,13.4,e
2014,AT21,Percentage of total population - lower boundary of the 95% confidence interval,6.5,e
2014,AT22,Percentage,7.4,e
2014,AT22,Percentage of total population aged less than 60,7.3,e
2014,AT22,Percentage of total population - upper boundary of the 95% confidence interval,9,e
2014,AT22,Percentage of total population - lower boundary of the 95% confidence interval,5.7,e
2014,AT31,Percentage,6,e
2014,AT31,Percentage of total population aged less than 60,6,e
2014,AT31,Percentage of total population - upper boundary of the 95% confidence interval,7.7,e
2014,AT31,Percentage of total population - lower boundary of the 95% confidence interval,4.4,e
2014,AT32,Percentage,6.6,u
2014,AT32,Percentage of total population aged less than 60,6.6,e
2014,AT32,Percentage of total population - upper boundary of the 95% confidence interval,10.1,e
2014,AT32,Percentage of total population - lower boundary of the 95% confidence interval,3.1,e
2014,AT33,Percentage,6.6,e
2014,AT33,Percentage of total population aged less than 60,6.6,e
2014,AT33,Percentage of total population - upper boundary of the 95% confidence interval,8.6,e
2014,AT33,Percentage of total population - lower boundary of the 95% confidence interval,4.6,e
2014,AT34,Percentage,6.1,u
2014,AT34,Percentage of total population aged less than 60,6.1,e
2014,AT34,Percentage of total population - upper boundary of the 95% confidence interval,9.5,e
2014,AT34,Percentage of total population - lower boundary of the 95% confidence interval,2.8,e
2014,PL,Percentage,:,
2014,PL,Percentage of total population aged less than 60,7.3,
2014,PL,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,PL,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,PL1,Percentage,:,
2014,PL1,Percentage of total population aged less than 60,6.5,
2014,PL1,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,PL1,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,PL2,Percentage,:,
2014,PL2,Percentage of total population aged less than 60,6.5,
2014,PL2,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,PL2,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,PL3,Percentage,:,
2014,PL3,Percentage of total population aged less than 60,7.2,
2014,PL3,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,PL3,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,PL4,Percentage,:,
2014,PL4,Percentage of total population aged less than 60,7,
2014,PL4,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,PL4,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,PL5,Percentage,:,
2014,PL5,Percentage of total population aged less than 60,7.2,
2014,PL5,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,PL5,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,PL6,Percentage,:,
2014,PL6,Percentage of total population aged less than 60,10,
2014,PL6,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,PL6,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,PL7,Percentage,:,
2014,PL7,Percentage of total population aged less than 60,:,
2014,PL7,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,PL7,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,PL8,Percentage,:,
2014,PL8,Percentage of total population aged less than 60,:,
2014,PL8,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,PL8,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,PL9,Percentage,:,
2014,PL9,Percentage of total population aged less than 60,:,
2014,PL9,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,PL9,Percentage of total population - lower boundary of the 95% confidence interval,:,
